animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,age_days
A866824,2020-10-07,A866824,2022-10-10,10-2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Tortie,733
A866829,2020-04-07,A866829,2022-10-10,10-2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico,916
A866755,2019-10-06,A866755,2022-10-10,10-2022,Transfer,Snr,Cat,Unknown,3 years,Domestic Shorthair,Black,1100
A866148,2022-03-20,Beavis,2022-10-10,10-2022,Transfer,Snr,Cat,Neutered Male,6 months,Domestic Longhair,Orange Tabby/White,204
A863212,2022-07-01,*Opossum,2022-10-14,10-2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Brown Tabby,105
A867265,2021-10-14,Unknown,2022-10-17,10-2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,368
A867152,2020-10-12,Unknown,2022-10-17,10-2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,735
A867154,2022-03-12,Unknown,2022-10-17,10-2022,Transfer,Snr,Cat,Intact Female,7 months,Domestic Shorthair,Torbie,219
A866663,2021-10-04,Unknown,2022-10-17,10-2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Medium Hair,Black,378
A866717,2021-10-05,Unknown,2022-10-18,10-2022,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Black/White,378
A864596,2022-07-22,*Maddy,2022-10-28,10-2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Flame Point,98
A725726,2012-05-03,Lovely,2022-10-28,10-2022,Return to Owner,,Dog,Spayed Female,10 years,Catahoula Mix,Brown Merle/White,3830
A867933,2022-08-07,Unknown,2022-10-29,10-2022,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Shorthair,Black/Tan,83
A864904,2021-09-02,*Krema,2022-11-02,11-2022,Adoption,Foster,Cat,Spayed Female,1 year,Siamese,Lynx Point,426
A867868,2022-04-27,*Mason,2022-11-11,11-2022,Transfer,Partner,Dog,Neutered Male,6 months,Pit Bull,Black Brindle,198
A868748,2022-07-08,A868748,2022-11-15,11-2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,White/Black,130
A868368,2020-11-02,*Theo,2022-11-15,11-2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White,743
A867555,2021-10-19,*Rudy,2022-11-15,11-2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue Tabby,392
A867992,2020-10-27,*Nellie,2022-11-15,11-2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black/White,749
A868772,2022-07-08,Aspen,2022-11-15,11-2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White,130
A869369,2021-11-17,A869369,2022-11-18,11-2022,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Black/White,366
A869157,2021-11-14,A869157,2022-11-18,11-2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,369
A869289,2022-05-16,A869289,2022-11-18,11-2022,Transfer,Snr,Cat,Unknown,6 months,Domestic Shorthair,Blue/White,186
A869275,2021-11-15,Unknown,2022-11-18,11-2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Black,368
A869237,2018-11-15,Unknown,2022-11-18,11-2022,Transfer,Snr,Cat,Intact Male,4 years,Domestic Shorthair,Black,1464
A868322,2022-09-23,Unknown,2022-11-27,11-2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby/White,65
A867488,2022-01-18,Riri,2022-11-29,11-2022,Adoption,Foster,Dog,Spayed Female,10 months,Labrador Retriever/Basset Hound,Tan,315
A869924,2020-11-28,Unknown,2022-12-02,12-2022,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair,Blue/White,734
A870131,2022-06-01,Unknown,2022-12-05,12-2022,Transfer,Partner,Dog,Intact Male,6 months,Dachshund/Yorkshire Terrier,Black/Tan,187
A870408,2022-12-05,Unknown,2022-12-08,12-2022,Died,In Foster,Dog,Unknown,3 days,Boxer Mix,Brown,3
A870536,2015-12-08,A870536,2022-12-09,12-2022,Transfer,Snr,Cat,Intact Male,7 years,Domestic Longhair,Blue/White,2558
A870222,2018-12-02,*Candy Cane,2022-12-09,12-2022,Transfer,Snr,Cat,Intact Female,4 years,Domestic Shorthair,Brown Tabby/White,1468
A871143,2020-12-19,Unknown,2022-12-22,12-2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Medium Hair,Brown Tabby/White,733
A867296,2022-05-14,*Scrunchy,2023-01-05,01-2023,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair,Brown Tabby/White,236
A841289,2021-06-03,Pequeno,2023-01-07,01-2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White,583
A872271,2016-01-06,Pippi,2023-01-13,01-2023,Adoption,,Dog,Intact Female,7 years,Chihuahua Longhair,Black,2564
A853635,2020-03-22,*Magpie,2023-01-13,01-2023,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,White/Black,1027
A872211,2021-01-06,*Peter Pan,2023-01-14,01-2023,Adoption,,Dog,Neutered Male,2 years,Anatol Shepherd Mix,White/Brown,738
A870819,2020-12-13,*Dalia,2023-01-15,01-2023,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Blue Tick,763
A756282,2017-06-02,Scooby,2023-01-15,01-2023,Adoption,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tan,2053
A872388,2022-01-09,A872388,2023-01-17,01-2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,373
A871284,2022-06-21,*Sunrise,2023-01-19,01-2023,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair,Calico,212
A871285,2022-06-21,*Sunset,2023-01-19,01-2023,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair,Tortie,212
A872605,2021-01-12,Unknown,2023-01-19,01-2023,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico,737
A872419,2020-01-09,Unknown,2023-01-19,01-2023,Transfer,Snr,Cat,Unknown,3 years,Domestic Shorthair,White/Brown Tabby,1106
A872421,2020-01-09,Unknown,2023-01-19,01-2023,Transfer,Snr,Cat,Unknown,3 years,Domestic Shorthair,Brown Tabby/White,1106
A872477,2021-01-10,Unknown,2023-01-19,01-2023,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White,739
A870089,2020-12-01,Cohen,2023-01-20,01-2023,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Blue/White,780
A855679,2022-02-07,Jester,2023-01-27,01-2023,Adoption,,Dog,Neutered Male,11 months,German Shepherd Mix,Tan/Black,354
A873311,2022-09-08,Unknown,2023-01-27,01-2023,Adoption,,Dog,Neutered Male,4 months,German Wirehaired Pointer/Labrador Retriever,Brown/Black,141
A870973,2020-12-16,*Harriet,2023-02-03,02-2023,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue Tabby,779
A872238,2021-01-06,*Josie,2023-02-06,02-2023,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,761
A874045,2022-11-20,Willow,2023-02-10,02-2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever,Brown/Black,82
A874370,2022-02-10,Unknown,2023-02-13,02-2023,Transfer,Snr,Cat,Intact Female,1 year,Siamese Mix,Flame Point,368
A874235,2021-02-08,Unknown,2023-02-13,02-2023,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby/White,735
A874196,2021-02-07,*Mick Mars,2023-02-13,02-2023,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black,736
A874538,2019-02-14,Unknown,2023-02-16,02-2023,Transfer,Snr,Cat,Intact Male,4 years,Domestic Shorthair,Black/White,1463
A874505,2021-02-13,Unknown,2023-02-16,02-2023,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black/White,733
A874506,2021-02-13,Unknown,2023-02-16,02-2023,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black,733
A874344,2021-02-10,Molly,2023-02-18,02-2023,Adoption,,Dog,Spayed Female,2 years,Beagle,Cream/Brown,738
A867187,2022-01-15,Bear,2023-02-18,02-2023,Adoption,Foster,Dog,Spayed Female,1 year,American Staffordshire Terrier,Brown Brindle/White,399
A867934,2020-04-26,Cyrus,2023-02-18,02-2023,Adoption,,Dog,Neutered Male,2 years,Pit Bull,White/Black,1028
A874358,2022-12-07,*Rowena,2023-02-19,02-2023,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Black Mouth Cur,Brown/White,74
A874324,2017-02-09,*Mark,2023-02-19,02-2023,Adoption,,Dog,Neutered Male,6 years,American Foxhound Mix,Tricolor/White,2201
A874357,2022-12-07,Atlas,2023-02-21,02-2023,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Black Mouth Cur,Brown/White,76
A872127,2020-01-04,Chetto,2023-02-21,02-2023,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby,1144
A871685,2020-01-04,*Greta,2023-02-21,02-2023,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby/White,1144
A870714,2020-12-11,King,2023-02-21,02-2023,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Tan/White,802
A875010,2022-11-06,Unknown,2023-02-22,02-2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Gray Tabby,108
A875050,2022-02-21,Lassie,2023-02-24,02-2023,Return to Owner,,Dog,Intact Female,1 year,Siberian Husky Mix,White,368
A872243,2020-01-06,*Jake,2023-02-25,02-2023,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Blue Tabby,1146
A872694,2021-01-13,*Elwood,2023-02-25,02-2023,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby,773
A874624,2022-12-15,*Chris Kirkpatrick,2023-02-25,02-2023,Adoption,,Dog,Neutered Male,2 months,Airedale Terrier Mix,Brown/White,72
A874621,2022-12-15,*Joey Fatone,2023-02-25,02-2023,Adoption,,Dog,Neutered Male,2 months,Airedale Terrier Mix,Brown/White,72
A875132,2022-03-22,Cecil,2023-02-25,02-2023,Adoption,,Cat,Neutered Male,11 months,Domestic Shorthair,Brown Tabby,340
A872680,2022-12-31,*Maaz,2023-02-26,02-2023,Adoption,,Dog,Spayed Female,1 month,Australian Cattle Dog/Catahoula,White,57
A873991,2022-02-04,Unknown,2023-02-28,02-2023,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,389
A872678,2022-12-31,Unknown,2023-02-28,02-2023,Adoption,,Dog,Neutered Male,1 month,Australian Cattle Dog/Catahoula,White,59
A870028,2021-11-29,Ridley,2023-02-28,02-2023,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull,Fawn/White,456
A874535,2021-02-14,Ben From Ozark,2023-03-01,03-2023,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Silver Tabby/White,745
A875457,2020-02-27,Unknown,2023-03-03,03-2023,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby,1100
A875470,2022-02-27,Bandy,2023-03-04,03-2023,Adoption,,Dog,Spayed Female,1 year,Pit Bull/Border Collie,Black/White,370
A875878,2021-03-06,Whiskers,2023-03-09,03-2023,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue,733
A875873,2021-03-06,Unknown,2023-03-09,03-2023,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White,733
A875798,2022-09-13,Clementine,2023-03-13,03-2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Tortie,181
A875795,2022-09-13,*Zac Efron,2023-03-13,03-2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby,181
A875953,2022-12-07,Charlie,2023-03-13,03-2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby,96
A876086,2022-12-30,*Hadley,2023-03-13,03-2023,Adoption,,Dog,Spayed Female,2 months,Rat Terrier Mix,White/Black,73
A875474,2023-02-13,Frieda,2023-03-13,03-2023,Adoption,,Dog,Spayed Female,4 weeks,Labrador Retriever/Border Collie,Black/White,28
A868976,2021-01-18,Ace,2023-03-15,03-2023,Adoption,,Dog,Neutered Male,2 years,Pit Bull/Labrador Retriever,Black/White,786
A874046,2021-02-05,Cabbage,2023-03-16,03-2023,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Black/White,769
A874556,2021-02-14,*Zorky,2023-03-17,03-2023,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black,761
A876186,2022-03-10,Max,2023-03-19,03-2023,Adoption,,Dog,Neutered Male,1 year,American Bulldog,White/Black,374
A875284,2022-07-13,Nala,2023-03-19,03-2023,Adoption,,Dog,Spayed Female,8 months,German Shepherd Mix,Black/Brown,249
A875187,2021-02-23,*Oli,2023-03-22,03-2023,Adoption,,Dog,Neutered Male,2 years,German Shepherd/Siberian Husky,Black/Tan,757
A876597,2023-01-23,*Daisy,2023-03-25,03-2023,Adoption,,Dog,Spayed Female,1 month,German Shepherd,Sable/Black,61
A876442,2023-01-21,*Marshmallow,2023-03-25,03-2023,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Black,63
A875253,2021-08-27,*Bulda,2023-03-25,03-2023,Adoption,,Dog,Spayed Female,1 year,Border Collie/Chow Chow,Black/Brown,575
A877111,2022-03-23,Unknown,2023-03-27,03-2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White,369
A877453,2022-03-27,Unknown,2023-03-27,03-2023,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Brown/Black,365
A876961,2022-11-22,Unknown,2023-03-27,03-2023,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair,Calico,125
A877008,2023-01-22,Mylo,2023-03-27,03-2023,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever,Cream,64
A877013,2023-01-22,*Drac,2023-03-27,03-2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Black/Tan,64
A876881,2023-01-11,Gaia,2023-03-27,03-2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,75
A876885,2021-03-21,Unknown,2023-03-27,03-2023,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan,736
A876915,2021-03-21,Unknown,2023-03-27,03-2023,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Gray Tabby/White,736
A876927,2022-11-21,Unknown,2023-03-27,03-2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Brown Tabby,126
A876429,2022-10-02,*Talula,2023-03-27,03-2023,Adoption,,Dog,Spayed Female,5 months,Pit Bull,Black/White,176
A876719,2020-03-18,*Cashmere,2023-03-27,03-2023,Adoption,,Cat,Neutered Male,3 years,Domestic Medium Hair,Black,1104
A876710,2021-03-18,*Oliver,2023-03-27,03-2023,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Blue Merle/Black,739
A876802,2023-01-20,Unknown,2023-03-27,03-2023,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White,66
A876095,2022-12-30,*Hope,2023-03-27,03-2023,Adoption,Foster,Dog,Spayed Female,2 months,Rat Terrier Mix,White/Black,87
A875727,2021-03-03,*Trey,2023-03-27,03-2023,Adoption,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown,754
A876966,2021-03-22,*Marty,2023-03-31,03-2023,Adoption,,Dog,Neutered Male,2 years,Rat Terrier/Dachshund,Blue/Tan,739
A876695,2021-03-18,*Eloise,2023-03-31,03-2023,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever,White,743
A876839,2022-09-20,*Penny Lane,2023-04-01,04-2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Blue Tabby,193
A876835,2022-09-20,*Eleanor Rigby,2023-04-01,04-2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Blue Tabby,193
A875770,2021-03-04,*Randolph,2023-04-01,04-2023,Adoption,,Dog,Neutered Male,2 years,German Shepherd,White,758
A876479,2022-04-25,Lola,2023-04-01,04-2023,Adoption,,Dog,Spayed Female,11 months,Rottweiler,Black/Brown,341
A874587,2022-02-15,*Iris,2023-04-01,04-2023,Adoption,,Dog,Spayed Female,1 year,Pit Bull,Blue/White,410
A873997,2020-02-04,*Hanzel,2023-04-01,04-2023,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Brown,1152
A875774,2022-03-04,Bobo,2023-04-02,04-2023,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Black/White,394
A876564,2022-06-16,*Pal,2023-04-02,04-2023,Adoption,,Dog,Neutered Male,9 months,Labrador Retriever/Great Pyrenees,Cream,290
A875469,2022-02-27,Bandit,2023-04-02,04-2023,Adoption,,Dog,Neutered Male,1 year,Border Collie/Labrador Retriever,Black/White,399
A874424,2021-03-24,*Deedle,2023-04-03,04-2023,Adoption,,Dog,Neutered Male,2 years,Great Pyrenees Mix,Black/White,740
A875614,2021-03-02,*Poppy,2023-04-03,04-2023,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby,762
A877521,2023-01-16,*Benjamin,2023-04-08,04-2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Great Pyrenees,Tan/Black,82
A876319,2018-09-13,Unknown,2023-04-08,04-2023,Transfer,Snr,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby/White,1668
A876599,2023-01-27,*Firewheel,2023-04-16,04-2023,Adoption,Foster,Dog,Spayed Female,2 months,German Shepherd,Black/Brown,79
A875994,2023-02-07,Unknown,2023-04-16,04-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,68
A875724,2023-02-09,*Bacon,2023-04-16,04-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby,66
A875728,2023-02-09,*Pancakes,2023-04-16,04-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,66
A875726,2023-02-09,*Waffles,2023-04-16,04-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie,66
A863030,2018-03-14,Tobi,2023-04-16,04-2023,Adoption,Foster,Dog,Neutered Male,5 years,Labrador Retriever Mix,Brown/Tricolor,1859
A878871,2021-04-18,Unknown,2023-04-20,04-2023,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,White/Blue,732
A878561,2021-04-13,Unknown,2023-04-20,04-2023,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Blue,737
A878646,2021-04-14,Unknown,2023-04-20,04-2023,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black,736
A879277,2022-12-09,Pepe,2023-04-28,04-2023,Died,In Kennel,Dog,Neutered Male,4 months,Golden Retriever/Great Pyrenees,Gold/White,140
A880186,2023-05-05,Unknown,2023-05-12,05-2023,Transfer,Partner,Dog,Intact Male,1 week,Chihuahua Shorthair Mix,Chocolate/Tan,7
A880187,2023-05-05,Unknown,2023-05-12,05-2023,Transfer,Partner,Dog,Intact Male,1 week,Chihuahua Shorthair Mix,Chocolate/Tan,7
A880188,2023-05-05,Unknown,2023-05-12,05-2023,Transfer,Partner,Dog,Intact Male,1 week,Chihuahua Shorthair Mix,Chocolate/Tan,7
A880189,2023-05-05,Unknown,2023-05-12,05-2023,Transfer,Partner,Dog,Intact Male,1 week,Chihuahua Shorthair Mix,White,7
A879566,2022-04-27,Unknown,2023-05-12,05-2023,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair,Cream/White,380
A880625,2022-05-11,A880625,2023-05-15,05-2023,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair,Gray Tabby/White,369
A880607,2021-05-11,Unknown,2023-05-15,05-2023,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/White,734
A880608,2018-05-11,Unknown,2023-05-15,05-2023,Transfer,Partner,Dog,Intact Female,5 years,Yorkshire Terrier Mix,Tan/Brown,1830
A878295,2023-03-08,*Peter Parker,2023-05-16,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,69
A878429,2023-03-04,*Jenny,2023-05-16,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico,73
A878430,2023-03-04,*Forrest,2023-05-16,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange/White,73
A879179,2023-03-11,*Amelia,2023-05-16,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black,66
A878805,2023-03-08,*Sugar,2023-05-16,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue,69
A878806,2023-03-08,*Spice,2023-05-16,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue,69
A876725,2023-03-04,*Sissy,2023-05-16,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,73
A876726,2023-03-04,*Bud,2023-05-16,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,73
A876329,2021-09-13,*Horchata,2023-05-16,05-2023,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby,610
A875426,2023-02-18,*Bratwurst,2023-05-16,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,87
A875427,2023-02-18,*Kaese,2023-05-16,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,87
A875389,2018-02-26,*Bailey,2023-05-16,05-2023,Adoption,Foster,Dog,Neutered Male,5 years,Border Collie Mix,Black/White,1905
A838760,2019-07-12,Perdita,2023-05-16,05-2023,Adoption,Foster,Dog,Spayed Female,3 years,Great Pyrenees/Border Collie,White/Black,1404
A879556,2023-03-17,*Martini,2023-05-25,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue,69
A879557,2023-03-17,*Sazerac,2023-05-25,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black,69
A879562,2023-03-17,*Tom Collins,2023-05-25,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,69
A878309,2023-03-10,*Clover,2023-05-25,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby,76
A878422,2023-03-01,Unknown,2023-05-25,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black,85
A878423,2023-03-01,Unknown,2023-05-25,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,85
A877463,2023-02-27,*Guitar,2023-05-25,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,White/Cream,87
A877461,2023-02-27,*Piano,2023-05-25,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,White/Black,87
A879551,2023-03-18,*Rose,2023-05-31,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,White/Black,74
A879552,2023-03-18,*Oreo,2023-05-31,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,White/Black,74
A879014,2023-03-09,Unknown,2023-05-31,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,83
A879015,2023-03-09,Unknown,2023-05-31,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,83
A879016,2023-03-09,Unknown,2023-05-31,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair,Black,83
A878660,2023-03-23,Unknown,2023-05-31,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black,69
A878661,2023-03-23,Unknown,2023-05-31,05-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,69
A878663,2023-03-23,Unknown,2023-05-31,05-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,69
A881307,2022-05-19,Ranger,2023-06-02,06-2023,Disposal,,Dog,Intact Male,1 year,Pit Bull,Black/White,379
A882312,2023-05-03,Unknown,2023-06-03,06-2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Medium Hair,Gray/White,31
A882313,2023-05-12,Unknown,2023-06-03,06-2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby/White,22
A879013,2023-03-09,Unknown,2023-06-09,06-2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Longhair,Orange Tabby,92
A878479,2023-04-02,Cassian,2023-06-09,06-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,68
A878290,2023-02-10,*Baby Jeff,2023-06-09,06-2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,119
A880899,2023-04-06,*Ginger,2023-06-10,06-2023,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair,Brown,65
A881084,2023-04-02,*Luigi,2023-06-12,06-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,71
A880869,2023-04-18,*Keaton,2023-06-12,06-2023,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair,Orange Tabby,55
A880878,2023-04-09,*Chaplin,2023-06-12,06-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,64
A879716,2023-04-07,*Apollo,2023-06-12,06-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,66
A879717,2023-04-07,*Persephone,2023-06-12,06-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black,66
A879802,2023-04-01,*Jasper,2023-06-12,06-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White,72
A879012,2023-03-09,Unknown,2023-06-12,06-2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby,95
A878408,2023-03-27,A878408,2023-06-12,06-2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,77
A878409,2023-03-27,A878409,2023-06-12,06-2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,77
A878316,2021-04-10,*Queenie,2023-06-12,06-2023,Adoption,Foster,Cat,Spayed Female,2 years,Siamese,Tortie Point,793
A878670,2023-03-07,*Ferguson,2023-06-12,06-2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Black,97
A813056,2017-10-17,Zz,2023-06-16,06-2023,Transfer,Partner,Dog,Spayed Female,5 years,Catahoula Mix,Blue Merle/Tricolor,2068
A883126,2023-05-09,Unknown,2023-06-17,06-2023,Disposal,,Cat,Intact Female,1 month,Domestic Shorthair,Black,39
A883389,2021-06-16,A883389,2023-06-20,06-2023,Disposal,Rabies Risk,Other,Unknown,2 years,Raccoon,Brown/Black,734
A882138,2023-05-01,*Rina,2023-06-27,06-2023,Transfer,Partner,Dog,Intact Female,1 month,Great Pyrenees,White/Buff,57
A885338,2022-07-18,885338,2023-07-22,07-2023,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair,Brown/Black,369
A884259,2023-04-30,A884259,2023-07-28,07-2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black,89
